id,facenet_id_res,facenet_prob_res,openface_id_res,openface_prob_res,Pred_Result_id,Pred_Result_prob,Actual Result,Update Result
777,trump,0.94,trump,0.58,trump,0.94,trump,c= o-f>0.63
778,b15,0.94,b17,0.47,b15,0.94,b15,c not= o-f>0.63
779,b15,0.96,b15,0.89,b15,0.96,b15,c= o-f>0.63
780,lan,0.79,lan,0.9,lan,0.9,lan,c= o-f>0.63
781,b13,0.96,b13,0.95,b13,0.96,b13,c= o-f>0.63
782,b11,0.9,b17,0.65,b11,0.9,b11,c not= o-f>0.63
783,lan,0.81,lan,0.47,lan,0.81,lan,c= o-f>0.63
784,b16,0.92,b16,0.8,b16,0.92,b16,c= o-f>0.63
785,b15,0.91,b11,0.37,b15,0.91,b15,c not= o-f>0.63
786,b15,0.94,b15,0.93,b15,0.94,b15,c= o-f>0.63
787,zj,0.91,zj,0.85,zj,0.91,zj,c= o-f>0.63
788,andy,0.39,lan,0.6,lan,0.6,andy,c not= o-f>0.63
789,andy,0.61,b17,0.51,andy,0.61,andy,c not= o-f>0.63
790,b12,0.79,b17,0.62,b12,0.79,b12,c not= o-f>0.63
791,b16,0.76,andy,0.26,b16,0.76,b16,c = f>o
792,b16,0.76,b16,0.85,b16,0.85,b16,c= o-f>0.63
793,b16,0.94,b15,0.4,b16,0.94,b16,c not= o-f>0.63
794,zj,0.91,zj,0.98,zj,0.98,zj,c= o-f>0.63
795,zj,0.89,zj,0.77,zj,0.89,zj,c= o-f>0.63
796,b15,0.95,b15,0.89,b15,0.95,b15,c= o-f>0.63
797,b16,0.96,b16,0.95,b16,0.96,b16,c= o-f>0.63
798,b16,0.95,b16,0.93,b16,0.95,b16,c= o-f>0.63
799,lan,0.83,lan,0.87,lan,0.87,lan,c= o-f>0.63
800,b12,0.94,b12,0.91,b12,0.94,b12,c= o-f>0.63
801,trump,0.9,trump,0.81,trump,0.9,trump,c= o-f>0.63
802,b16,0.97,b16,0.92,b16,0.97,b16,c= o-f>0.63
803,b17,0.96,b17,0.95,b17,0.96,b17,c= o-f>0.63
804,b17,0.87,b17,0.79,b17,0.87,b17,c= o-f>0.63
805,b13,0.97,b13,0.96,b13,0.97,b13,c= o-f>0.63
806,lan,0.59,lan,0.72,lan,0.72,lan,c= o-f>0.63
807,b11,0.97,b11,0.91,b11,0.97,b11,c= o-f>0.63
808,b15,0.28,b17,0.89,b17,0.89,b12,c = f<o
809,b13,0.52,trump,0.92,trump,0.92,trump,c not= o-f>0.63
810,b11,0.94,b11,0.98,b11,0.98,b11,c= o-f>0.63
811,b13,0.92,b13,0.75,b13,0.92,b13,c= o-f>0.63
812,andy,0.84,andy,0.48,andy,0.84,andy,c= o-f>0.63
813,trump,0.82,trump,0.92,trump,0.92,trump,c= o-f>0.63
814,b16,0.94,b16,0.93,b16,0.94,b16,c= o-f>0.63
815,b16,0.94,b16,0.95,b16,0.95,b16,c= o-f>0.63
816,zj,0.98,zj,0.93,zj,0.98,zj,c= o-f>0.63
817,b17,0.91,b17,0.56,b17,0.91,b17,c= o-f>0.63
818,trump,0.88,trump,0.96,trump,0.96,trump,c= o-f>0.63
819,lan,0.84,lan,0.89,lan,0.89,lan,c= o-f>0.63
820,b12,0.95,b12,0.94,b12,0.95,b12,c= o-f>0.63
821,trump,0.34,trump,0.75,trump,0.75,trump,c= o-f>0.63
822,b12,0.47,b17,0.91,b17,0.91,b12,c not= o-f>0.63
823,b13,0.96,b13,0.89,b13,0.96,b13,c= o-f>0.63
824,b11,0.94,b11,0.91,b11,0.94,b11,c= o-f>0.63
825,andy,0.8,andy,0.42,andy,0.8,andy,c= o-f>0.63
826,b17,0.7,b17,0.6,b17,0.7,b15,c= o-f>0.63
827,trump,0.93,trump,0.96,trump,0.96,trump,c= o-f>0.63
828,trump,0.96,trump,0.88,trump,0.96,trump,c= o-f>0.63
829,lan,0.52,lan,0.66,lan,0.66,lan,c= o-f>0.63
830,trump,0.89,trump,0.95,trump,0.95,trump,c= o-f>0.63
831,b17,0.97,b17,0.99,b17,0.99,b17,c= o-f>0.63
832,zj,0.92,zj,0.95,zj,0.95,zj,c= o-f>0.63
833,trump,0.86,trump,0.43,trump,0.86,trump,c= o-f>0.63
834,b17,0.8,b17,0.97,b17,0.97,b17,c= o-f>0.63
835,b16,0.94,b16,0.96,b16,0.96,b16,c= o-f>0.63
836,b13,0.97,b13,0.92,b13,0.97,b13,c= o-f>0.63
837,b13,0.91,b12,0.33,b13,0.91,b13,c not= o-f>0.63
838,b13,0.25,lan,0.48,lan,0.48,lan,c = f<o
839,b15,0.92,b17,0.7,b15,0.92,b15,c not= o-f>0.63
840,andy,0.61,b17,0.24,andy,0.61,andy,c = f>o
841,b16,0.89,b16,0.79,b16,0.89,b16,c= o-f>0.63
842,andy,0.78,andy,0.62,andy,0.78,andy,c= o-f>0.63
843,b13,0.9,b13,0.95,b13,0.95,b13,c= o-f>0.63
844,lan,0.37,zj,0.46,zj,0.46,andy,c not= o-f>0.63
845,b17,0.92,b17,0.5,b17,0.92,b17,c= o-f>0.63
846,trump,0.95,trump,0.98,trump,0.98,trump,c= o-f>0.63
847,b13,0.97,b13,0.91,b13,0.97,b13,c= o-f>0.63
848,b11,0.97,b11,0.98,b11,0.98,b11,c= o-f>0.63
849,trump,0.89,trump,0.8,trump,0.89,trump,c= o-f>0.63
850,b13,0.98,b13,0.92,b13,0.98,b13,c= o-f>0.63
851,zj,0.38,b17,0.41,b17,0.41,zj,c not= o-f>0.63
852,b17,0.62,zj,0.24,b17,0.62,andy,c = f>o
853,trump,0.96,trump,0.96,trump,0.96,trump,c= o-f>0.63
854,b11,0.96,b11,0.88,b11,0.96,b11,c= o-f>0.63
855,lan,0.89,lan,0.95,lan,0.95,lan,c= o-f>0.63
856,trump,0.97,trump,0.96,trump,0.97,trump,c= o-f>0.63
857,b17,0.9,b17,0.88,b17,0.9,b17,c= o-f>0.63
858,zj,0.97,zj,0.99,zj,0.99,zj,c= o-f>0.63
859,b11,0.97,b11,0.68,b11,0.97,b11,c= o-f>0.63
860,zj,0.76,zj,0.97,zj,0.97,zj,c= o-f>0.63
861,b11,0.92,b11,0.97,b11,0.97,b11,c= o-f>0.63
862,zj,0.97,zj,0.97,zj,0.97,zj,c= o-f>0.63
863,b16,0.94,b16,0.83,b16,0.94,b16,c= o-f>0.63
864,zj,0.98,zj,0.95,zj,0.98,zj,c= o-f>0.63
865,b12,0.95,b12,0.97,b12,0.97,b12,c= o-f>0.63
866,b12,0.97,b12,0.93,b12,0.97,b12,c= o-f>0.63
867,b12,0.9,b12,0.95,b12,0.95,b12,c= o-f>0.63
868,b16,0.94,b16,0.62,b16,0.94,b16,c= o-f>0.63
869,zj,0.96,zj,0.96,zj,0.96,zj,c= o-f>0.63
870,b17,0.95,b17,0.98,b17,0.98,b17,c= o-f>0.63
871,b15,0.96,b15,0.97,b15,0.97,b15,c= o-f>0.63
872,b13,0.94,b17,0.57,b13,0.94,b13,c not= o-f>0.63
873,b11,0.95,b17,0.38,b11,0.95,b11,c not= o-f>0.63
874,lan,0.78,lan,0.75,lan,0.78,lan,c= o-f>0.63
875,b17,0.94,b17,0.92,b17,0.94,b17,c= o-f>0.63
876,b16,0.93,b16,0.82,b16,0.93,b16,c= o-f>0.63
877,b13,0.96,b13,0.84,b13,0.96,b13,c= o-f>0.63
878,b16,0.85,b16,0.91,b16,0.91,b16,c= o-f>0.63
879,b15,0.92,b16,0.3,b15,0.92,b15,c not= o-f>0.63
880,b15,0.98,b15,0.95,b15,0.98,b15,c= o-f>0.63
881,lan,0.96,b13,0.51,lan,0.96,lan,c not= o-f>0.63
882,andy,0.46,andy,0.68,andy,0.68,andy,c= o-f>0.63
883,trump,0.91,trump,0.95,trump,0.95,trump,c= o-f>0.63
884,b13,0.93,b13,0.94,b13,0.94,b13,c= o-f>0.63
885,trump,0.58,trump,0.92,trump,0.92,trump,c= o-f>0.63
886,b13,0.97,b13,0.95,b13,0.97,b13,c= o-f>0.63
887,b13,0.97,b13,0.88,b13,0.97,b13,c= o-f>0.63
888,zj,0.98,zj,0.91,zj,0.98,zj,c= o-f>0.63
889,b12,0.94,b12,0.94,b12,0.94,b12,c= o-f>0.63
890,trump,0.92,trump,0.92,trump,0.92,trump,c= o-f>0.63
891,zj,0.96,zj,0.78,zj,0.96,zj,c= o-f>0.63
892,b16,0.85,b16,0.95,b16,0.95,b16,c= o-f>0.63
893,b15,0.65,b17,0.97,b17,0.97,b15,c not= o-f>0.63
894,trump,0.92,trump,0.85,trump,0.92,trump,c= o-f>0.63
895,lan,0.8,lan,0.29,lan,0.8,lan,c = f>o
896,b12,0.79,b17,0.76,b12,0.79,b12,c not= o-f>0.63
897,b17,0.48,b17,0.5,b17,0.5,b12,c= o-f>0.63
898,trump,0.73,trump,0.82,trump,0.82,trump,c= o-f>0.63
899,b13,0.98,b13,0.92,b13,0.98,b13,c= o-f>0.63
900,b12,0.89,b12,0.89,b12,0.89,b12,c= o-f>0.63
901,b11,0.93,b11,0.98,b11,0.98,b11,c= o-f>0.63
902,b13,0.97,b13,0.96,b13,0.97,b13,c= o-f>0.63
903,b13,0.98,b13,0.96,b13,0.98,b13,c= o-f>0.63
904,b13,0.97,b13,0.95,b13,0.97,b13,c= o-f>0.63
905,lan,0.87,lan,0.84,lan,0.87,lan,c= o-f>0.63
906,lan,0.8,trump,0.51,lan,0.8,lan,c not= o-f>0.63
907,b17,0.49,b16,0.47,b17,0.49,b12,c not= o-f>0.63
908,trump,0.91,trump,0.99,trump,0.99,trump,c= o-f>0.63
909,b13,0.98,b13,0.97,b13,0.98,b13,c= o-f>0.63
910,trump,0.78,trump,0.88,trump,0.88,trump,c= o-f>0.63
911,b11,0.92,b11,0.97,b11,0.97,b11,c= o-f>0.63
912,zj,0.96,zj,0.92,zj,0.96,zj,c= o-f>0.63
913,zj,0.97,zj,0.97,zj,0.97,zj,c= o-f>0.63
914,b12,0.96,b12,0.9,b12,0.96,b12,c= o-f>0.63
915,b12,0.95,b12,0.93,b12,0.95,b12,c= o-f>0.63
916,b15,0.94,b15,0.91,b15,0.94,b15,c= o-f>0.63
917,trump,0.35,trump,0.97,trump,0.97,trump,c= o-f>0.63
918,b15,0.89,b17,0.32,b15,0.89,b15,c not= o-f>0.63
919,b13,0.98,b13,0.94,b13,0.98,b13,c= o-f>0.63
920,b15,0.92,b16,0.5,b15,0.92,b15,c not= o-f>0.63
921,b16,0.9,b16,0.97,b16,0.97,b16,c= o-f>0.63
922,b11,0.93,b11,0.28,b11,0.93,b11,c = f>o
923,b15,0.95,b15,0.94,b15,0.95,b15,c= o-f>0.63
924,b13,0.95,b13,0.92,b13,0.95,b13,c= o-f>0.63
925,b15,0.96,b15,0.95,b15,0.96,b15,c= o-f>0.63
926,b16,0.91,b16,0.97,b16,0.97,b16,c= o-f>0.63
927,trump,0.9,trump,0.99,trump,0.99,trump,c= o-f>0.63
928,b17,0.75,b17,0.58,b17,0.75,b16,c= o-f>0.63
929,b13,0.98,b13,0.95,b13,0.98,b13,c= o-f>0.63
930,b15,0.69,b15,0.67,b15,0.69,b15,c= o-f>0.63
931,trump,0.93,trump,0.74,trump,0.93,trump,c= o-f>0.63
932,b15,0.94,b15,0.9,b15,0.94,b15,c= o-f>0.63
933,b11,0.93,b11,0.99,b11,0.99,b11,c= o-f>0.63
934,b15,0.84,b15,0.54,b15,0.84,b15,c= o-f>0.63
935,lan,0.86,lan,0.87,lan,0.87,lan,c= o-f>0.63
936,lan,0.54,lan,0.92,lan,0.92,lan,c= o-f>0.63
937,b17,0.97,b17,0.98,b17,0.98,b17,c= o-f>0.63
938,b12,0.96,b12,0.84,b12,0.96,b12,c= o-f>0.63
939,lan,0.39,lan,0.49,lan,0.49,lan,c= o-f>0.63
940,zj,0.92,zj,0.87,zj,0.92,zj,c= o-f>0.63
941,b13,0.88,b13,0.92,b13,0.92,b13,c= o-f>0.63
942,trump,0.91,trump,0.98,trump,0.98,trump,c= o-f>0.63
943,b12,0.91,b12,0.93,b12,0.93,b12,c= o-f>0.63
944,lan,0.89,lan,0.94,lan,0.94,lan,c= o-f>0.63
945,b11,0.97,b11,0.64,b11,0.97,b11,c= o-f>0.63
946,lan,0.83,lan,0.93,lan,0.93,lan,c= o-f>0.63
947,b12,0.9,b12,0.92,b12,0.92,b12,c= o-f>0.63
948,zj,0.98,zj,0.57,zj,0.98,zj,c= o-f>0.63
949,b15,0.95,b15,0.97,b15,0.97,b15,c= o-f>0.63
950,b16,0.91,b16,0.85,b16,0.91,b16,c= o-f>0.63
951,andy,0.48,andy,0.65,andy,0.65,andy,c= o-f>0.63
952,zj,0.38,zj,0.84,zj,0.84,zj,c= o-f>0.63
953,b16,0.94,b16,0.8,b16,0.94,b16,c= o-f>0.63
954,lan,0.73,andy,0.57,lan,0.73,andy,c not= o-f>0.63
955,b17,0.97,b17,0.91,b17,0.97,b17,c= o-f>0.63
956,trump,0.95,trump,0.99,trump,0.99,trump,c= o-f>0.63
957,trump,0.92,trump,0.72,trump,0.92,trump,c= o-f>0.63
958,trump,0.96,trump,0.98,trump,0.98,trump,c= o-f>0.63
959,b15,0.98,b15,0.96,b15,0.98,b15,c= o-f>0.63
960,b15,0.96,b15,0.98,b15,0.98,b15,c= o-f>0.63
961,b15,0.6,b17,0.72,b17,0.72,b15,c not= o-f>0.63
962,zj,0.91,zj,0.84,zj,0.91,zj,c= o-f>0.63
963,zj,0.94,zj,0.95,zj,0.95,zj,c= o-f>0.63
964,zj,0.98,zj,0.98,zj,0.98,zj,c= o-f>0.63
965,b12,0.95,b12,0.97,b12,0.97,b12,c= o-f>0.63
966,b16,0.96,b16,0.97,b16,0.97,b16,c= o-f>0.63
967,zj,0.97,zj,0.97,zj,0.97,zj,c= o-f>0.63
968,b11,0.92,b11,0.94,b11,0.94,b11,c= o-f>0.63
969,b17,0.48,b12,0.44,b17,0.48,b12,c not= o-f>0.63
970,b17,0.96,b17,0.86,b17,0.96,b17,c= o-f>0.63
971,lan,0.46,lan,0.92,lan,0.92,lan,c= o-f>0.63
972,b15,0.8,b15,0.77,b15,0.8,b15,c= o-f>0.63
973,b13,0.88,lan,0.34,b13,0.88,andy,c not= o-f>0.63
974,b15,0.96,b15,0.97,b15,0.97,b15,c= o-f>0.63
975,b13,0.95,b13,0.9,b13,0.95,b13,c= o-f>0.63
976,b17,0.58,b17,0.87,b17,0.87,b12,c= o-f>0.63
977,zj,0.98,zj,0.97,zj,0.98,zj,c= o-f>0.63
978,b16,0.96,b16,0.9,b16,0.96,b16,c= o-f>0.63
979,trump,0.93,trump,0.87,trump,0.93,trump,c= o-f>0.63
980,b16,0.84,b16,0.94,b16,0.94,b16,c= o-f>0.63
981,lan,0.58,andy,0.45,lan,0.58,zj,c not= o-f>0.63
982,trump,0.94,trump,0.97,trump,0.97,trump,c= o-f>0.63
983,b17,0.98,b17,0.92,b17,0.98,b17,c= o-f>0.63
984,zj,0.78,zj,0.97,zj,0.97,zj,c= o-f>0.63
985,b13,0.95,andy,0.4,b13,0.95,b13,c not= o-f>0.63
986,andy,0.57,zj,0.45,andy,0.57,andy,c not= o-f>0.63
987,b15,0.96,b15,0.91,b15,0.96,b15,c= o-f>0.63
988,b16,0.95,b16,0.95,b16,0.95,b16,c= o-f>0.63
989,zj,0.97,zj,0.98,zj,0.98,zj,c= o-f>0.63
990,zj,0.96,zj,0.98,zj,0.98,zj,c= o-f>0.63
991,zj,0.97,zj,0.96,zj,0.97,zj,c= o-f>0.63
992,b15,0.98,b12,0.33,b15,0.98,b15,c not= o-f>0.63
993,b17,0.92,b17,0.91,b17,0.92,b17,c= o-f>0.63
994,b12,0.97,b12,0.95,b12,0.97,b12,c= o-f>0.63
995,lan,0.69,lan,0.39,lan,0.69,lan,c= o-f>0.63
996,b13,0.87,b13,0.97,b13,0.97,b13,c= o-f>0.63
997,b15,0.65,b17,0.61,b15,0.65,b15,c not= o-f>0.63
998,b15,0.95,b15,0.93,b15,0.95,b15,c= o-f>0.63
999,b17,0.9,b17,0.88,b17,0.9,b17,c= o-f>0.63
1000,zj,0.95,zj,0.98,zj,0.98,zj,c= o-f>0.63
1001,b11,0.5,b11,0.81,b11,0.81,b11,c= o-f>0.63
1002,b16,0.93,b16,0.35,b16,0.93,b16,c = f>o
1003,trump,0.88,trump,0.97,trump,0.97,trump,c= o-f>0.63
1004,b17,0.95,b17,0.77,b17,0.95,b17,c= o-f>0.63
1005,b16,0.89,b16,0.42,b16,0.89,b16,c = f>o
1006,b11,0.98,b11,0.98,b11,0.98,b11,c= o-f>0.63
1007,b11,0.96,b11,0.99,b11,0.99,b11,c= o-f>0.63
1008,b13,0.82,zj,0.4,b13,0.82,b13,c = f>o
1009,b16,0.98,b16,0.98,b16,0.98,b16,c= o-f>0.63
1010,b17,0.96,b17,0.96,b17,0.96,b17,c= o-f>0.63
1011,b17,0.93,b17,0.43,b17,0.93,b17,c = f>o
1012,zj,0.96,zj,0.94,zj,0.96,zj,c= o-f>0.63
1013,b16,0.94,b16,0.96,b16,0.96,b16,c= o-f>0.63
1014,b17,0.35,lan,0.78,lan,0.78,lan,c = f<o
1015,b17,0.91,b17,0.77,b17,0.91,b17,c= o-f>0.63
1016,zj,0.95,zj,0.63,zj,0.95,zj,c= o-f>0.63
1017,b11,0.9,b17,0.39,b11,0.9,b11,c = f>o
1018,b16,0.91,b16,0.97,b16,0.97,b16,c= o-f>0.63
1019,b11,0.95,b11,0.7,b11,0.95,b11,c= o-f>0.63
1020,zj,0.93,zj,0.96,zj,0.96,zj,c= o-f>0.63
1021,zj,0.96,zj,0.93,zj,0.96,zj,c= o-f>0.63
1022,lan,0.91,lan,0.6,lan,0.91,lan,c = f>o
1023,b12,0.83,b12,0.73,b12,0.83,b12,c= o-f>0.63
1024,b13,0.9,b13,0.96,b13,0.96,b13,c= o-f>0.63
1025,b15,0.96,b15,0.94,b15,0.96,b15,c= o-f>0.63
1026,b12,0.94,b12,0.95,b12,0.95,b12,c= o-f>0.63
1027,b17,0.96,b17,0.91,b17,0.96,b17,c= o-f>0.63
1028,b13,0.98,b17,0.42,b13,0.98,b13,c = f>o
1029,b16,0.96,b16,0.95,b16,0.96,b16,c= o-f>0.63
1030,b11,0.98,b11,0.99,b11,0.99,b11,c= o-f>0.63
1031,b13,0.47,lan,0.49,lan,0.49,lan,o-f<0.63
1032,b16,0.96,b16,0.94,b16,0.96,b16,c= o-f>0.63
1033,b13,0.87,b13,0.81,b13,0.87,b13,c= o-f>0.63
1034,andy,0.86,b17,0.61,andy,0.86,andy,c = f>o
1035,b15,0.97,b15,0.94,b15,0.97,b15,c= o-f>0.63
1036,zj,0.98,zj,0.97,zj,0.98,zj,c= o-f>0.63
1037,zj,0.99,zj,0.5,zj,0.99,zj,c = f>o
1038,b16,0.96,b16,0.8,b16,0.96,b16,c= o-f>0.63
1039,b17,0.9,b17,0.94,b17,0.94,b17,c= o-f>0.63
1040,andy,0.82,b13,0.89,b13,0.89,andy,c not= o-f>0.63
1041,b11,0.95,b11,0.86,b11,0.95,b11,c= o-f>0.63
1042,b12,0.87,b12,0.94,b12,0.94,b12,c= o-f>0.63
1043,b11,0.95,b11,0.94,b11,0.95,b11,c= o-f>0.63
1044,b12,0.94,b12,0.97,b12,0.97,b12,c= o-f>0.63
1045,b12,0.95,b12,0.93,b12,0.95,b12,c= o-f>0.63
1046,b16,0.96,b16,0.93,b16,0.96,b16,c= o-f>0.63
1047,b11,0.98,b11,0.97,b11,0.98,b11,c= o-f>0.63
1048,b12,0.85,b12,0.94,b12,0.94,b12,c= o-f>0.63
1049,b15,0.61,b15,0.61,b15,0.61,b15,o-f<0.63
1050,b15,0.75,b15,0.42,b15,0.75,b15,c = f>o
1051,b13,0.48,zj,0.42,b13,0.48,zj,o-f<0.63
1052,b13,0.95,b13,0.97,b13,0.97,b13,c= o-f>0.63
1053,zj,0.97,zj,0.67,zj,0.97,zj,c= o-f>0.63
1054,b11,0.95,b11,0.98,b11,0.98,b11,c= o-f>0.63
1055,trump,0.97,trump,0.98,trump,0.98,trump,c= o-f>0.63
1056,b13,0.97,b13,0.96,b13,0.97,b13,c= o-f>0.63
1057,b15,0.95,b15,0.95,b15,0.95,b15,c= o-f>0.63
1058,b17,0.7,b16,0.52,b17,0.7,b15,c = f>o
1059,b17,0.74,b17,0.28,b17,0.74,b16,c = f>o
1060,b13,0.88,lan,0.39,b13,0.88,b13,c = f>o
1061,trump,0.98,trump,0.99,trump,0.99,trump,c= o-f>0.63
1062,b17,0.98,b17,0.9,b17,0.98,b17,c= o-f>0.63
1063,b17,0.93,b17,0.93,b17,0.93,b17,c= o-f>0.63
1064,b13,0.95,b13,0.97,b13,0.97,b13,c= o-f>0.63
1065,lan,0.98,lan,0.95,lan,0.98,lan,c= o-f>0.63
1066,b15,0.9,b15,0.38,b15,0.9,b15,c = f>o
1067,b11,0.93,b11,0.99,b11,0.99,b11,c= o-f>0.63
1068,trump,0.96,trump,0.62,trump,0.96,trump,c = f>o
1069,b17,0.97,b17,0.77,b17,0.97,b17,c= o-f>0.63
1070,b13,0.71,andy,0.27,b13,0.71,b13,c = f>o
1071,andy,0.74,andy,0.57,andy,0.74,andy,c = f>o
1072,b13,0.93,b13,0.92,b13,0.93,b13,c= o-f>0.63
1073,b16,0.97,b16,0.86,b16,0.97,b16,c= o-f>0.63
1074,andy,0.89,b17,0.93,b17,0.93,andy,c not= o-f>0.63
1075,b15,0.66,b15,0.57,b15,0.66,b15,c = f>o
1076,b17,0.78,b16,0.62,b17,0.78,b12,c = f>o
1077,b16,0.97,b16,0.85,b16,0.97,b16,c= o-f>0.63
1078,lan,0.69,lan,0.57,lan,0.69,lan,c = f>o
1079,b12,0.98,b12,0.93,b12,0.98,b12,c= o-f>0.63
1080,b15,0.96,b15,0.99,b15,0.99,b15,c= o-f>0.63
1081,b17,0.97,b17,0.98,b17,0.98,b17,c= o-f>0.63
1082,lan,0.88,lan,0.98,lan,0.98,lan,c= o-f>0.63
1083,trump,0.97,trump,0.99,trump,0.99,trump,c= o-f>0.63
1084,b11,0.64,b11,0.95,b11,0.95,b11,c= o-f>0.63
1085,b17,0.74,b17,0.68,b17,0.74,b15,c= o-f>0.63
1086,lan,0.92,lan,0.93,lan,0.93,lan,c= o-f>0.63
1087,zj,0.98,zj,0.98,zj,0.98,zj,c= o-f>0.63
1088,b12,0.98,b12,0.89,b12,0.98,b12,c= o-f>0.63
1089,b12,0.76,b17,0.89,b17,0.89,b12,c not= o-f>0.63
1090,andy,0.89,lan,0.22,andy,0.89,andy,c = f>o
1091,zj,0.92,zj,0.47,zj,0.92,zj,c = f>o
1092,b13,0.94,b13,0.95,b13,0.95,b13,c= o-f>0.63
1093,b15,0.97,b15,0.92,b15,0.97,b15,c= o-f>0.63
1094,b15,0.91,b15,0.84,b15,0.91,b15,c= o-f>0.63
1095,trump,0.98,trump,0.97,trump,0.98,trump,c= o-f>0.63
1096,b12,0.92,b12,0.96,b12,0.96,b12,c= o-f>0.63
1097,b13,0.92,b17,0.4,b13,0.92,b13,c = f>o
1098,b13,0.94,lan,0.35,b13,0.94,b13,c = f>o
1099,b12,0.89,b12,0.9,b12,0.9,b12,c= o-f>0.63
1100,zj,0.97,zj,0.98,zj,0.98,zj,c= o-f>0.63
1101,b15,0.9,b17,0.33,b15,0.9,b15,c = f>o
1102,b11,0.97,b11,0.99,b11,0.99,b11,c= o-f>0.63
1103,b15,0.97,b15,0.98,b15,0.98,b15,c= o-f>0.63
1104,andy,0.76,zj,0.49,andy,0.76,andy,c = f>o
1105,b11,0.99,b11,0.98,b11,0.99,b11,c= o-f>0.63
1106,trump,0.99,trump,0.98,trump,0.99,trump,c= o-f>0.63
1107,trump,0.49,trump,0.97,trump,0.97,trump,c = f<o
1108,zj,0.94,zj,0.98,zj,0.98,zj,c= o-f>0.63
1109,andy,0.8,andy,0.89,andy,0.89,andy,c= o-f>0.63
1110,lan,0.88,lan,0.89,lan,0.89,lan,c= o-f>0.63
1111,b16,0.92,b16,0.89,b16,0.92,b16,c= o-f>0.63
1112,b16,0.98,b16,0.97,b16,0.98,b16,c= o-f>0.63
1113,zj,0.95,zj,0.88,zj,0.95,zj,c= o-f>0.63
1114,b15,0.97,b15,0.96,b15,0.97,b15,c= o-f>0.63
1115,b11,0.95,b11,0.95,b11,0.95,b11,c= o-f>0.63
1116,lan,0.94,lan,0.86,lan,0.94,lan,c= o-f>0.63
1117,b11,0.95,b11,0.57,b11,0.95,b11,c = f>o
1118,b13,0.97,b13,0.51,b13,0.97,b13,c = f>o
1119,b13,0.96,b13,0.94,b13,0.96,b13,c= o-f>0.63
1120,zj,0.97,zj,0.97,zj,0.97,zj,c= o-f>0.63
1121,b17,0.98,b17,0.95,b17,0.98,b17,c= o-f>0.63
1122,b13,0.98,b17,0.37,b13,0.98,b13,c = f>o
1123,trump,0.97,trump,0.69,trump,0.97,trump,c= o-f>0.63
1124,b11,0.96,b11,0.94,b11,0.96,b11,c= o-f>0.63
1125,b15,0.98,b15,0.94,b15,0.98,b15,c= o-f>0.63
1126,b13,0.63,lan,0.98,lan,0.98,lan,c not= o-f>0.63
1127,b11,0.93,b17,0.39,b11,0.93,b11,c = f>o
1128,zj,0.89,zj,0.75,zj,0.89,zj,c= o-f>0.63
1129,b17,0.96,b17,0.76,b17,0.96,b17,c= o-f>0.63
1130,b17,0.96,b17,0.51,b17,0.96,b17,c = f>o
1131,b17,0.69,b11,0.94,b11,0.94,b11,c not= o-f>0.63
1132,b13,0.97,b13,0.98,b13,0.98,b13,c= o-f>0.63
1133,b12,0.97,b12,0.77,b12,0.97,b12,c= o-f>0.63
1134,b17,0.96,b17,0.99,b17,0.99,b17,c= o-f>0.63
1135,b15,0.96,b15,0.94,b15,0.96,b15,c= o-f>0.63
1136,zj,0.86,zj,0.68,zj,0.86,zj,c= o-f>0.63
1137,b11,0.97,b11,0.98,b11,0.98,b11,c= o-f>0.63
1138,zj,0.99,zj,0.89,zj,0.99,zj,c= o-f>0.63
1139,b17,0.95,b17,0.48,b17,0.95,b17,c = f>o
1140,b11,0.97,b11,0.98,b11,0.98,b11,c= o-f>0.63
1141,b13,0.6,b17,0.33,b13,0.6,b13,o-f<0.63
1142,b15,0.95,b15,0.98,b15,0.98,b15,c= o-f>0.63
1143,trump,0.91,trump,0.98,trump,0.98,trump,c= o-f>0.63
1144,zj,0.98,zj,0.99,zj,0.99,zj,c= o-f>0.63
1145,lan,0.47,lan,0.63,lan,0.63,lan,c = f<o
1146,b16,0.98,b16,0.97,b16,0.98,b16,c= o-f>0.63
1147,b12,0.96,b12,0.92,b12,0.96,b12,c= o-f>0.63
1148,lan,0.96,trump,0.43,lan,0.96,lan,c = f>o
1149,b17,0.94,b17,0.98,b17,0.98,b17,c= o-f>0.63
1150,andy,0.84,andy,0.74,andy,0.84,andy,c= o-f>0.63
1151,b12,0.96,b12,0.97,b12,0.97,b12,c= o-f>0.63
1152,lan,0.86,lan,0.98,lan,0.98,lan,c= o-f>0.63
1153,b11,0.97,b11,0.99,b11,0.99,b11,c= o-f>0.63
1154,b16,0.95,b16,0.96,b16,0.96,b16,c= o-f>0.63
1155,zj,0.99,zj,0.91,zj,0.99,zj,c= o-f>0.63
1156,b17,0.97,b17,0.8,b17,0.97,b17,c= o-f>0.63
1157,andy,0.59,andy,0.65,andy,0.65,andy,c = f<o
1158,b13,0.97,b13,0.91,b13,0.97,b13,c= o-f>0.63
1159,b17,0.93,b17,0.87,b17,0.93,b17,c= o-f>0.63
1160,b16,0.91,b16,0.98,b16,0.98,b16,c= o-f>0.63
1161,lan,0.92,lan,0.96,lan,0.96,lan,c= o-f>0.63
1162,andy,0.94,andy,0.85,andy,0.94,andy,c= o-f>0.63
