id,facenet_id_res,facenet_prob_res,openface_id_res,openface_prob_res,Pred_Result_id,Pred_Result_prob,Actual Result,Update Result
778,andy,0.85,trump,0.21,andy,0.85,lan,c= o-f>0.63
779,b24,0.75,b24,0.69,b24,0.75,b24,c= o-f>0.63
780,b23,0.84,b26,0.82,b23,0.84,b23,c= o-f>0.63
781,b19,0.68,b19,0.71,b19,0.68,b19,c= o-f>0.63
782,b15,0.79,b15,0.52,b15,0.79,b15,c= o-f>0.63
783,b12,0.29,b12,0.85,b12,0.29,b12,o-f<0.63
784,b19,0.46,b19,0.46,b19,0.46,b19,c= o-f>0.63
785,b22,0.72,b15,0.66,b22,0.72,b15,c= o-f>0.63
786,b18,0.71,b22,0.31,b18,0.71,b18,c= o-f>0.63
787,b24,0.6,b24,0.54,b24,0.6,b24,c= o-f>0.63
788,b27,0.62,b27,0.98,b27,0.62,b27,c= o-f>0.63
789,b21,0.77,b21,0.98,b21,0.77,b21,c= o-f>0.63
790,b27,0.62,b27,0.78,b27,0.62,b27,c= o-f>0.63
791,andy,0.86,andy,0.73,andy,0.86,andy,c= o-f>0.63
792,b20,0.43,b20,0.53,b20,0.43,b20,o-f<0.63
793,b27,0.83,b27,0.87,b27,0.83,b27,c= o-f>0.63
794,b11,0.65,b19,0.24,b11,0.65,b11,c= o-f>0.63
795,b26,0.4,b18,0.3,b26,0.4,b26,o-f<0.63
796,trump,0.63,trump,0.98,trump,0.63,trump,c= o-f>0.63
797,b19,0.7,b19,0.89,b19,0.7,b19,c= o-f>0.63
798,andy,0.75,b15,0.37,andy,0.75,andy,c= o-f>0.63
799,andy,0.56,andy,0.27,andy,0.56,andy,c= o-f>0.63
800,b25,0.56,b16,0.41,b25,0.56,b12,c= o-f>0.63
801,b17,0.8,b17,0.97,b17,0.8,b17,c= o-f>0.63
802,trump,0.58,trump,0.96,trump,0.58,trump,c= o-f>0.63
803,b26,0.74,b20,0.46,b26,0.74,b26,c= o-f>0.63
804,b26,0.81,b20,0.37,b26,0.81,b20,c= o-f>0.63
805,b20,0.75,b20,0.96,b20,0.75,b20,c= o-f>0.63
806,trump,0.6,trump,0.96,trump,0.6,trump,c= o-f>0.63
807,b26,0.86,b26,0.68,b26,0.86,b26,c= o-f>0.63
808,b17,0.89,b17,0.98,b17,0.89,b17,c= o-f>0.63
809,b18,0.88,b18,0.4,b18,0.88,b18,c= o-f>0.63
810,b21,0.35,b21,0.75,b21,0.35,b21,o-f<0.63
811,b22,0.9,b22,0.88,b22,0.9,b22,c= o-f>0.63
812,zj,0.94,zj,0.98,zj,0.94,zj,c= o-f>0.63
813,b22,0.35,b26,0.4,b22,0.35,b15,o-f<0.63
814,b22,0.88,b22,0.98,b22,0.88,b22,c= o-f>0.63
815,b22,0.83,b22,0.98,b22,0.83,b22,c= o-f>0.63
816,b23,0.57,b18,0.36,b23,0.57,b23,c= o-f>0.63
817,b22,0.44,b19,0.34,b22,0.44,b19,o-f<0.63
818,andy,0.72,lan,0.82,andy,0.72,lan,c= o-f>0.63
819,b22,0.85,b22,0.76,b22,0.85,b22,c= o-f>0.63
820,b25,0.89,b25,0.88,b25,0.89,b25,c= o-f>0.63
821,b22,0.92,b22,0.95,b22,0.92,b22,c= o-f>0.63
822,b24,0.4,b24,0.67,b24,0.4,b24,o-f<0.63
823,b17,0.52,b17,0.97,b17,0.52,b17,o-f<0.63
824,b13,0.8,b13,0.9,b13,0.8,b13,c= o-f>0.63
825,b16,0.86,b16,0.97,b16,0.86,b16,c= o-f>0.63
826,b22,0.37,b11,0.67,b22,0.37,b19,o-f<0.63
827,b27,0.61,b27,0.91,b27,0.61,b27,c= o-f>0.63
828,b24,0.86,b24,0.99,b24,0.86,b24,c= o-f>0.63
829,b25,0.85,b25,0.97,b25,0.85,b25,c= o-f>0.63
830,b27,0.79,b27,0.98,b27,0.79,b27,c= o-f>0.63
831,b15,0.56,b15,0.78,b15,0.56,b15,c= o-f>0.63
832,b22,0.52,b25,0.25,b22,0.52,b13,o-f<0.63
833,zj,0.92,zj,0.88,zj,0.92,zj,c= o-f>0.63
834,b19,0.74,b19,0.65,b19,0.74,b19,c= o-f>0.63
835,b16,0.88,b16,0.94,b16,0.88,b16,c= o-f>0.63
836,b16,0.39,b16,0.58,b16,0.39,b16,o-f<0.63
837,b24,0.85,b24,0.9,b24,0.85,b24,c= o-f>0.63
838,andy,0.67,b13,0.66,andy,0.67,andy,c= o-f>0.63
839,b27,0.78,b27,0.84,b27,0.78,b27,c= o-f>0.63
840,b20,0.66,b20,0.66,b20,0.66,b20,c= o-f>0.63
841,b26,0.35,b26,0.44,b26,0.35,b23,o-f<0.63
842,andy,0.81,andy,0.5,andy,0.81,andy,c= o-f>0.63
843,b23,0.9,b23,0.56,b23,0.9,b23,c= o-f>0.63
844,b22,0.58,b21,0.43,b22,0.58,b21,c= o-f>0.63
845,trump,0.42,trump,0.96,trump,0.42,trump,o-f<0.63
846,b16,0.25,trump,0.94,b16,0.25,trump,o-f<0.63
847,b15,0.84,b15,0.78,b15,0.84,b15,c= o-f>0.63
848,b12,0.77,b12,0.67,b12,0.77,b12,c= o-f>0.63
849,b24,0.87,b24,0.87,b24,0.87,b24,c= o-f>0.63
850,b21,0.69,b23,0.54,b21,0.69,b21,c= o-f>0.63
851,b18,0.61,b18,0.84,b18,0.61,b18,c= o-f>0.63
852,trump,0.74,trump,0.96,trump,0.74,trump,c= o-f>0.63
853,b26,0.25,b11,0.3,b26,0.25,b20,o-f<0.63
854,b21,0.78,b21,0.94,b21,0.78,b21,c= o-f>0.63
855,b16,0.67,b16,0.88,b16,0.67,b16,c= o-f>0.63
856,b13,0.83,b13,0.97,b13,0.83,b13,c= o-f>0.63
857,andy,0.85,b15,0.54,andy,0.85,andy,c= o-f>0.63
858,b15,0.58,b15,0.5,b15,0.58,b15,c= o-f>0.63
859,b17,0.91,b17,0.98,b17,0.91,b17,c= o-f>0.63
860,zj,0.92,zj,0.95,zj,0.92,zj,c= o-f>0.63
861,b19,0.82,b19,0.96,b19,0.82,b19,c= o-f>0.63
862,b11,0.79,b11,0.98,b11,0.79,b11,c= o-f>0.63
863,b19,0.76,b19,0.91,b19,0.76,b19,c= o-f>0.63
864,b22,0.73,b15,0.38,b22,0.73,b19,c= o-f>0.63
865,trump,0.62,trump,0.97,trump,0.62,trump,c= o-f>0.63
866,b26,0.44,b26,0.27,b26,0.44,b26,o-f<0.63
867,b26,0.19,b19,0.52,b26,0.19,b17,o-f<0.63
868,b25,0.91,b25,0.85,b25,0.91,b25,c= o-f>0.63
869,b16,0.86,b16,0.75,b16,0.86,b16,c= o-f>0.63
870,b12,0.43,b12,0.48,b12,0.43,b12,o-f<0.63
871,b21,0.39,b21,0.83,b21,0.39,b21,o-f<0.63
872,b20,0.83,b20,0.96,b20,0.83,b20,c= o-f>0.63
873,b27,0.7,b27,0.98,b27,0.7,b27,c= o-f>0.63
874,b17,0.77,b17,0.99,b17,0.77,b17,c= o-f>0.63
875,b23,0.91,b23,0.97,b23,0.91,b23,c= o-f>0.63
876,b25,0.77,b19,0.24,b25,0.77,b25,c= o-f>0.63
877,b22,0.27,lan,0.53,b22,0.27,lan,o-f<0.63
878,b27,0.77,b27,0.97,b27,0.77,b27,c= o-f>0.63
879,b23,0.9,b18,0.32,b23,0.9,b23,c= o-f>0.63
880,b22,0.36,b15,0.5,b22,0.36,b25,o-f<0.63
881,b15,0.74,b15,0.91,b15,0.74,b15,c= o-f>0.63
882,b18,0.92,b18,0.96,b18,0.92,b18,c= o-f>0.63
883,trump,0.8,trump,0.92,trump,0.8,trump,c= o-f>0.63
884,b17,0.79,b17,0.79,b17,0.79,b17,c= o-f>0.63
885,b21,0.29,b21,0.34,b21,0.29,b21,o-f<0.63
886,trump,0.23,trump,0.77,trump,0.23,trump,o-f<0.63
887,b18,0.82,b18,0.81,b18,0.82,b18,c= o-f>0.63
888,b13,0.67,b13,0.95,b13,0.67,b13,c= o-f>0.63
889,b12,0.48,b12,0.76,b12,0.48,b12,o-f<0.63
890,b22,0.86,b22,0.76,b22,0.86,b22,c= o-f>0.63
891,b25,0.91,b25,0.92,b25,0.91,b25,c= o-f>0.63
892,trump,0.73,trump,0.96,trump,0.73,trump,c= o-f>0.63
893,b20,0.82,b20,0.97,b20,0.82,b20,c= o-f>0.63
894,b13,0.74,b13,0.91,b13,0.74,b13,c= o-f>0.63
895,b11,0.8,b11,0.86,b11,0.8,b11,c= o-f>0.63
896,b12,0.84,b12,0.85,b12,0.84,b12,c= o-f>0.63
897,b22,0.9,b22,0.36,b22,0.9,b22,c= o-f>0.63
898,b26,0.75,b11,0.29,b26,0.75,b26,c= o-f>0.63
899,b25,0.93,b25,0.88,b25,0.93,b25,c= o-f>0.63
900,b26,0.94,b18,0.33,b26,0.94,b26,c= o-f>0.63
901,b16,0.89,b16,0.94,b16,0.89,b16,c= o-f>0.63
902,zj,0.85,zj,0.87,zj,0.85,zj,c= o-f>0.63
903,b21,0.66,b21,0.95,b21,0.66,b21,c= o-f>0.63
904,b25,0.48,b12,0.54,b25,0.48,b25,o-f<0.63
905,b22,0.9,b22,0.83,b22,0.9,b22,c= o-f>0.63
906,b17,0.65,b17,0.34,b17,0.65,b17,c= o-f>0.63
907,b26,0.58,b26,0.59,b26,0.58,b26,c= o-f>0.63
908,trump,0.7,trump,0.92,trump,0.7,trump,c= o-f>0.63
909,b18,0.69,b15,0.68,b18,0.69,b18,c= o-f>0.63
910,b22,0.52,b11,0.25,b22,0.52,b15,o-f<0.63
911,b22,0.23,trump,0.96,b22,0.23,trump,o-f<0.63
912,b21,0.63,b21,0.73,b21,0.63,b21,c= o-f>0.63
913,b21,0.61,b21,0.83,b21,0.61,b21,c= o-f>0.63
914,b24,0.79,b24,0.93,b24,0.79,b24,c= o-f>0.63
915,b27,0.82,b27,0.98,b27,0.82,b27,c= o-f>0.63
916,andy,0.9,b13,0.41,andy,0.9,andy,c= o-f>0.63
917,b20,0.83,b20,0.95,b20,0.83,b20,c= o-f>0.63
918,b22,0.2,lan,0.86,b22,0.2,lan,o-f<0.63
919,b13,0.88,b13,0.9,b13,0.88,b13,c= o-f>0.63
920,b15,0.8,b15,0.42,b15,0.8,b15,c= o-f>0.63
921,b19,0.51,b21,0.49,b19,0.51,b21,o-f<0.63
922,b19,0.87,b19,0.93,b19,0.87,b19,c= o-f>0.63
923,b22,0.87,b22,0.89,b22,0.87,b22,c= o-f>0.63
924,andy,0.3,lan,0.98,andy,0.3,lan,o-f<0.63
925,b13,0.83,b13,0.96,b13,0.83,b13,c= o-f>0.63
926,trump,0.54,trump,0.99,trump,0.54,trump,o-f<0.63
927,b25,0.84,b25,0.95,b25,0.84,b25,c= o-f>0.63
928,b25,0.8,b25,0.92,b25,0.8,b25,c= o-f>0.63
929,zj,0.89,zj,0.49,zj,0.89,zj,c= o-f>0.63
930,b19,0.31,b25,0.56,b19,0.31,b12,o-f<0.63
931,b27,0.71,b27,0.89,b27,0.71,b27,c= o-f>0.63
932,b25,0.24,b15,0.26,b25,0.24,b16,o-f<0.63
933,trump,0.8,trump,0.99,trump,0.8,trump,c= o-f>0.63
934,b11,0.88,b11,0.94,b11,0.88,b11,c= o-f>0.63
935,b19,0.88,b19,0.82,b19,0.88,b19,c= o-f>0.63
936,b19,0.22,b26,0.29,b19,0.22,b20,o-f<0.63
937,b13,0.8,b13,0.93,b13,0.8,b13,c= o-f>0.63
938,b15,0.82,b15,0.88,b15,0.82,b15,c= o-f>0.63
939,andy,0.67,lan,0.98,andy,0.67,lan,c= o-f>0.63
940,b12,0.68,b12,0.89,b12,0.68,b12,c= o-f>0.63
941,b21,0.68,b21,0.82,b21,0.68,b21,c= o-f>0.63
942,andy,0.46,zj,0.61,andy,0.46,andy,o-f<0.63
943,b19,0.25,b26,0.44,b19,0.25,b16,o-f<0.63
944,b23,0.18,b16,0.28,b23,0.18,b26,o-f<0.63
945,b12,0.85,b12,0.92,b12,0.85,b12,c= o-f>0.63
946,b23,0.92,b23,0.95,b23,0.92,b23,c= o-f>0.63
947,zj,0.88,zj,0.61,zj,0.88,zj,c= o-f>0.63
948,b27,0.4,b26,0.22,b27,0.4,b27,o-f<0.63
949,b11,0.92,b11,0.93,b11,0.92,b11,c= o-f>0.63
950,b22,0.89,b22,0.86,b22,0.89,b22,c= o-f>0.63
951,b24,0.43,zj,0.25,b24,0.43,b24,o-f<0.63
952,b16,0.86,b16,0.93,b16,0.86,b16,c= o-f>0.63
953,b26,0.43,b26,0.27,b26,0.43,b26,o-f<0.63
954,b24,0.85,b24,0.93,b24,0.85,b24,c= o-f>0.63
955,trump,0.86,trump,0.95,trump,0.86,trump,c= o-f>0.63
956,b24,0.3,b18,0.29,b24,0.3,b24,o-f<0.63
957,b12,0.86,b12,0.75,b12,0.86,b12,c= o-f>0.63
958,b19,0.72,b19,0.63,b19,0.72,b19,c= o-f>0.63
959,b19,0.75,b19,0.91,b19,0.75,b19,c= o-f>0.63
960,b27,0.81,b27,0.95,b27,0.81,b27,c= o-f>0.63
961,andy,0.86,lan,0.81,andy,0.86,lan,c= o-f>0.63
962,b21,0.54,b21,0.97,b21,0.54,b21,o-f<0.63
963,b22,0.85,b22,0.98,b22,0.85,b22,c= o-f>0.63
964,b13,0.85,b13,0.87,b13,0.85,b13,c= o-f>0.63
965,b19,0.87,b19,0.85,b19,0.87,b19,c= o-f>0.63
966,b16,0.69,b18,0.71,b16,0.69,b16,c= o-f>0.63
967,b20,0.79,b20,0.98,b20,0.79,b20,c= o-f>0.63
968,b22,0.89,b22,0.55,b22,0.89,b22,c= o-f>0.63
969,b24,0.84,b24,0.69,b24,0.84,b24,c= o-f>0.63
970,b18,0.95,b18,0.58,b18,0.95,b18,c= o-f>0.63
971,b20,0.38,b20,0.93,b20,0.38,b20,o-f<0.63
972,b18,0.85,b18,0.94,b18,0.85,b18,c= o-f>0.63
973,b15,0.85,b15,0.88,b15,0.85,b15,c= o-f>0.63
974,b25,0.94,b25,0.97,b25,0.94,b25,c= o-f>0.63
975,trump,0.43,trump,0.95,trump,0.43,trump,o-f<0.63
976,b11,0.78,b11,0.89,b11,0.78,b11,c= o-f>0.63
977,b13,0.78,b13,0.72,b13,0.78,b13,c= o-f>0.63
978,b25,0.94,b25,0.95,b25,0.94,b25,c= o-f>0.63
979,b22,0.9,b22,0.95,b22,0.9,b22,c= o-f>0.63
980,b13,0.91,b13,0.98,b13,0.91,b13,c= o-f>0.63
981,b16,0.19,b21,0.55,b16,0.19,b21,o-f<0.63
982,b15,0.79,b15,0.57,b15,0.79,b15,c= o-f>0.63
983,zj,0.95,zj,0.96,zj,0.95,zj,c= o-f>0.63
984,b18,0.71,b18,0.9,b18,0.71,b18,c= o-f>0.63
985,b12,0.75,b12,0.93,b12,0.75,b12,c= o-f>0.63
986,b18,0.32,b15,0.93,b18,0.32,b15,o-f<0.63
987,andy,0.6,lan,0.9,andy,0.6,lan,c= o-f>0.63
988,b15,0.39,b15,0.65,b15,0.39,b15,o-f<0.63
989,b17,0.46,b17,0.76,b17,0.46,b17,o-f<0.63
990,andy,0.9,b26,0.36,andy,0.9,andy,c= o-f>0.63
991,b16,0.86,b16,0.94,b16,0.86,b16,c= o-f>0.63
992,b27,0.54,b27,0.73,b27,0.54,b27,o-f<0.63
993,b15,0.78,b15,0.9,b15,0.78,b15,c= o-f>0.63
994,andy,0.73,b13,0.34,andy,0.73,andy,c= o-f>0.63
995,b26,0.78,b26,0.79,b26,0.78,b26,c= o-f>0.63
996,b13,0.91,b13,0.82,b13,0.91,b13,c= o-f>0.63
997,b24,0.91,b24,0.95,b24,0.91,b24,c= o-f>0.63
998,b11,0.89,b11,0.85,b11,0.89,b11,c= o-f>0.63
999,b25,0.94,b25,0.97,b25,0.94,b25,c= o-f>0.63
1000,b27,0.77,b27,0.98,b27,0.77,b27,c= o-f>0.63
1001,b13,0.9,b13,0.96,b13,0.9,b13,c= o-f>0.63
1002,andy,0.85,zj,0.4,andy,0.85,andy,c= o-f>0.63
1003,trump,0.41,trump,0.96,trump,0.41,trump,o-f<0.63
1004,trump,0.54,trump,0.83,trump,0.54,trump,o-f<0.63
1005,b12,0.85,b12,0.94,b12,0.85,b12,c= o-f>0.63
1006,b23,0.7,b23,0.63,b23,0.7,b23,c= o-f>0.63
1007,b25,0.24,b25,0.34,b25,0.24,b12,o-f<0.63
1008,b11,0.82,b11,0.83,b11,0.82,b11,c= o-f>0.63
1009,b13,0.75,b13,0.84,b13,0.75,b13,c= o-f>0.63
1010,b22,0.83,b22,0.8,b22,0.83,b22,c= o-f>0.63
1011,b17,0.82,b17,0.44,b17,0.82,b17,c= o-f>0.63
1012,b20,0.58,b20,0.51,b20,0.58,b20,o-f<0.63
1013,b27,0.87,b27,0.93,b27,0.87,b27,c= o-f>0.63
1014,b25,0.86,b25,0.89,b25,0.86,b25,c= o-f>0.63
1015,andy,0.86,andy,0.39,andy,0.86,andy,c= o-f>0.63
1016,b18,0.82,b18,0.87,b18,0.82,b18,c= o-f>0.63
1017,b16,0.79,b24,0.43,b16,0.79,b16,c= o-f>0.63
1018,b18,0.74,b18,0.5,b18,0.74,b18,c= o-f>0.63
1019,b15,0.89,b15,0.96,b15,0.89,b15,c= o-f>0.63
1020,b13,0.84,b13,0.96,b13,0.84,b13,c= o-f>0.63
1021,b12,0.38,b12,0.38,b12,0.38,b12,o-f<0.63
1022,andy,0.74,b13,0.3,andy,0.74,andy,c= o-f>0.63
1023,andy,0.47,b15,0.33,andy,0.47,andy,o-f<0.63
1024,b20,0.71,b20,0.76,b20,0.71,b20,c= o-f>0.63
1025,b25,0.92,b25,0.95,b25,0.92,b25,c= o-f>0.63
1026,b17,0.89,b17,0.88,b17,0.89,b17,c= o-f>0.63
1027,andy,0.79,lan,0.83,andy,0.79,lan,c= o-f>0.63
1028,b23,0.78,b23,0.49,b23,0.78,b23,c= o-f>0.63
1029,b13,0.75,b13,0.97,b13,0.75,b13,c= o-f>0.63
1030,b23,0.88,b23,0.97,b23,0.88,b23,c= o-f>0.63
1031,b22,0.78,b22,0.96,b22,0.78,b22,c= o-f>0.63
1032,b22,0.43,b26,0.34,b22,0.43,b20,o-f<0.63
1033,andy,0.81,b13,0.3,andy,0.81,andy,c= o-f>0.63
1034,b12,0.84,b12,0.71,b12,0.84,b12,c= o-f>0.63
1035,b24,0.9,b24,0.95,b24,0.9,b24,c= o-f>0.63
1036,zj,0.36,b12,0.41,zj,0.36,b27,o-f<0.63
1037,andy,0.79,andy,0.49,andy,0.79,andy,c= o-f>0.63
1038,b27,0.87,b27,0.96,b27,0.87,b27,c= o-f>0.63
1039,trump,0.84,trump,0.93,trump,0.84,trump,c= o-f>0.63
1040,b11,0.91,b11,0.96,b11,0.91,b11,c= o-f>0.63
1041,b22,0.37,b13,0.41,b22,0.37,b13,o-f<0.63
1042,b24,0.84,b24,0.91,b24,0.84,b24,c= o-f>0.63
1043,andy,0.83,lan,0.73,andy,0.83,lan,c= o-f>0.63
1044,b17,0.9,b17,0.67,b17,0.9,b17,c= o-f>0.63
1045,b19,0.3,b24,0.26,b19,0.3,b19,o-f<0.63
1046,b22,0.84,b12,0.21,b22,0.84,b19,c= o-f>0.63
1047,b22,0.88,b19,0.58,b22,0.88,b18,c= o-f>0.63
1048,b25,0.47,b18,0.55,b25,0.47,b18,o-f<0.63
1049,b15,0.89,b15,0.96,b15,0.89,b15,c= o-f>0.63
1050,b27,0.7,b27,0.93,b27,0.7,b27,c= o-f>0.63
1051,andy,0.85,b24,0.38,andy,0.85,andy,c= o-f>0.63
1052,b26,0.28,b11,0.73,b26,0.28,b11,o-f<0.63
1053,b20,0.3,b16,0.34,b20,0.3,b20,o-f<0.63
1054,b21,0.84,b21,0.92,b21,0.84,b21,c= o-f>0.63
1055,b12,0.35,b18,0.67,b12,0.35,b12,o-f<0.63
1056,b21,0.47,b21,0.63,b21,0.47,b21,o-f<0.63
1057,andy,0.8,lan,0.95,andy,0.8,lan,c= o-f>0.63
1058,b12,0.54,b12,0.68,b12,0.54,b12,o-f<0.63
1059,b12,0.84,b12,0.84,b12,0.84,b12,c= o-f>0.63
1060,trump,0.12,trump,0.6,trump,0.12,trump,o-f<0.63
1061,b19,0.75,b19,0.33,b19,0.75,b19,c= o-f>0.63
1062,zj,0.95,zj,0.5,zj,0.95,zj,c= o-f>0.63
1063,b22,0.87,b22,0.98,b22,0.87,b22,c= o-f>0.63
1064,b19,0.89,b19,0.88,b19,0.89,b19,c= o-f>0.63
1065,b11,0.51,b23,0.28,b11,0.51,b11,o-f<0.63
1066,b16,0.88,b16,0.97,b16,0.88,b16,c= o-f>0.63
1067,b23,0.88,b23,0.95,b23,0.88,b23,c= o-f>0.63
1068,b26,0.32,b18,0.21,b26,0.32,b26,o-f<0.63
1069,b24,0.87,b24,0.91,b24,0.87,b24,c= o-f>0.63
1070,b16,0.9,b19,0.3,b16,0.9,b16,c= o-f>0.63
1071,b13,0.75,b13,0.79,b13,0.75,b13,c= o-f>0.63
1072,zj,0.79,zj,0.69,zj,0.79,zj,c= o-f>0.63
1073,b12,0.9,b12,0.78,b12,0.9,b12,c= o-f>0.63
1074,b17,0.6,b17,0.76,b17,0.6,b17,o-f<0.63
1075,b27,0.81,b27,0.95,b27,0.81,b27,c= o-f>0.63
1076,b20,0.46,b20,0.38,b20,0.46,b20,o-f<0.63
1077,b24,0.69,b24,0.83,b24,0.69,b24,c= o-f>0.63
1078,b21,0.71,b21,0.94,b21,0.71,b21,c= o-f>0.63
1079,b19,0.86,b19,0.83,b19,0.86,b19,c= o-f>0.63
1080,b13,0.93,b13,0.92,b13,0.93,b13,c= o-f>0.63
1081,b11,0.86,b11,0.97,b11,0.86,b11,c= o-f>0.63
1082,b19,0.92,b19,0.6,b19,0.92,b19,c= o-f>0.63
1083,b18,0.85,b18,0.74,b18,0.85,b18,c= o-f>0.63
1084,b25,0.88,b25,0.89,b25,0.88,b25,c= o-f>0.63
1085,b12,0.82,b12,0.9,b12,0.82,b12,c= o-f>0.63
1086,b22,0.43,b17,0.62,b22,0.43,b17,o-f<0.63
1087,b13,0.87,b13,0.89,b13,0.87,b13,c= o-f>0.63
1088,b20,0.7,b20,0.91,b20,0.7,b20,c= o-f>0.63
1089,b19,0.79,b19,0.9,b19,0.79,b19,c= o-f>0.63
1090,b18,0.96,b18,0.88,b18,0.96,b18,c= o-f>0.63
1091,b12,0.9,b12,0.88,b12,0.9,b12,c= o-f>0.63
1092,b22,0.88,b22,0.85,b22,0.88,b22,c= o-f>0.63
1093,b24,0.9,b24,0.68,b24,0.9,b24,c= o-f>0.63
1094,b27,0.8,b27,0.85,b27,0.8,b27,c= o-f>0.63
1095,b25,0.93,b25,0.97,b25,0.93,b25,c= o-f>0.63
1096,b18,0.88,b18,0.74,b18,0.88,b18,c= o-f>0.63
1097,b27,0.83,b27,0.91,b27,0.83,b27,c= o-f>0.63
1098,b21,0.82,b21,0.98,b21,0.82,b21,c= o-f>0.63
1099,trump,0.21,trump,0.98,trump,0.21,trump,o-f<0.63
1100,b25,0.81,b25,0.49,b25,0.81,b25,c= o-f>0.63
1101,b18,0.91,b18,0.32,b18,0.91,b18,c= o-f>0.63
1102,b19,0.7,b19,0.78,b19,0.7,b19,c= o-f>0.63
1103,b19,0.58,b19,0.69,b19,0.58,b19,o-f<0.63
1104,b22,0.87,b22,0.95,b22,0.87,b22,c= o-f>0.63
1105,b20,0.48,b20,0.43,b20,0.48,b20,o-f<0.63
1106,b21,0.69,b21,0.98,b21,0.69,b21,c= o-f>0.63
1107,b17,0.9,b17,0.61,b17,0.9,b17,c= o-f>0.63
1108,b20,0.83,b20,0.97,b20,0.83,b20,c= o-f>0.63
1109,zj,0.94,zj,0.97,zj,0.94,zj,c= o-f>0.63
1110,b22,0.36,b26,0.25,b22,0.36,b20,o-f<0.63
1111,b24,0.9,b24,0.86,b24,0.9,b24,c= o-f>0.63
1112,b27,0.81,b27,0.95,b27,0.81,b27,c= o-f>0.63
1113,b15,0.78,b15,0.89,b15,0.78,b15,c= o-f>0.63
1114,b23,0.91,b23,0.98,b23,0.91,b23,c= o-f>0.63
1115,b18,0.87,b18,0.49,b18,0.87,b18,c= o-f>0.63
1116,b22,0.89,b22,0.93,b22,0.89,b22,c= o-f>0.63
1117,trump,0.61,trump,0.94,trump,0.61,trump,o-f<0.63
1118,trump,0.79,trump,0.93,trump,0.79,trump,c= o-f>0.63
1119,b22,0.83,b22,0.92,b22,0.83,b22,c= o-f>0.63
1120,b17,0.63,b17,0.55,b17,0.63,b17,c= o-f>0.63
1121,b18,0.31,b24,0.69,b18,0.31,b24,o-f<0.63
1122,b26,0.6,b26,0.41,b26,0.6,b26,o-f<0.63
1123,b27,0.67,b27,0.96,b27,0.67,b27,c= o-f>0.63
1124,b12,0.84,b12,0.87,b12,0.84,b12,c= o-f>0.63
1125,zj,0.96,zj,0.98,zj,0.96,zj,c= o-f>0.63
1126,trump,0.84,trump,0.96,trump,0.84,trump,c= o-f>0.63
1127,b22,0.84,b22,0.96,b22,0.84,b22,c= o-f>0.63
1128,b15,0.85,b15,0.62,b15,0.85,b15,c= o-f>0.63
1129,b19,0.92,b19,0.94,b19,0.92,b19,c= o-f>0.63
1130,b16,0.86,b16,0.96,b16,0.86,b16,c= o-f>0.63
1131,andy,0.69,lan,0.97,andy,0.69,lan,c= o-f>0.63
1132,trump,0.78,trump,0.98,trump,0.78,trump,c= o-f>0.63
1133,zj,0.8,zj,0.83,zj,0.8,zj,c= o-f>0.63
1134,b22,0.89,b22,0.96,b22,0.89,b22,c= o-f>0.63
1135,b23,0.78,b26,0.4,b23,0.78,b23,c= o-f>0.63
1136,b19,0.82,b19,0.92,b19,0.82,b19,c= o-f>0.63
1137,b20,0.86,b20,0.97,b20,0.86,b20,c= o-f>0.63
1138,zj,0.92,b15,0.31,zj,0.92,zj,c= o-f>0.63
1139,b12,0.88,b12,0.39,b12,0.88,b12,c= o-f>0.63
1140,b17,0.4,b18,0.52,b17,0.4,b18,o-f<0.63
1141,b26,0.62,b18,0.37,b26,0.62,b26,o-f<0.63
1142,b12,0.77,b26,0.37,b12,0.77,b12,c= o-f>0.63
1143,trump,0.43,trump,0.71,trump,0.43,trump,o-f<0.63
1144,b26,0.87,b26,0.93,b26,0.87,b26,c= o-f>0.63
1145,b27,0.92,b27,0.98,b27,0.92,b27,c= o-f>0.63
1146,b18,0.9,b17,0.49,b18,0.9,b18,c= o-f>0.63
1147,b23,0.86,b23,0.87,b23,0.86,b23,c= o-f>0.63
1148,trump,0.8,trump,0.98,trump,0.8,trump,c= o-f>0.63
1149,b15,0.84,b22,0.3,b15,0.84,b15,c= o-f>0.63
1150,b18,0.57,b18,0.9,b18,0.57,b18,o-f<0.63
1151,b17,0.3,b18,0.53,b17,0.3,b18,o-f<0.63
1152,trump,0.72,trump,0.91,trump,0.72,trump,c= o-f>0.63
1153,b16,0.82,b16,0.76,b16,0.82,b16,c= o-f>0.63
1154,zj,0.95,zj,0.67,zj,0.95,zj,c= o-f>0.63
1155,b16,0.91,b16,0.91,b16,0.91,b16,c= o-f>0.63
1156,b23,0.87,b23,0.94,b23,0.87,b23,c= o-f>0.63
1157,b15,0.88,b15,0.91,b15,0.88,b15,c= o-f>0.63
1158,zj,0.8,zj,0.97,zj,0.8,zj,c= o-f>0.63
1159,b22,0.23,b15,0.39,b22,0.23,b20,o-f<0.63
1160,b13,0.57,b13,0.8,b13,0.57,b13,o-f<0.63
1161,zj,0.85,zj,0.95,zj,0.85,zj,c= o-f>0.63
1162,b18,0.54,b26,0.34,b18,0.54,b18,o-f<0.63
1163,b21,0.5,b21,0.87,b21,0.5,b21,o-f<0.63
1164,b15,0.53,b15,0.9,b15,0.53,b15,o-f<0.63
