id,facenet_id_res,facenet_prob_res,openface_id_res,openface_prob_res,Pred_Result_id,Pred_Result_prob,Actual Result,Update Result
814,b16,0.51,b16,0.42,b16,0.42,b16,c= o-f>0.63
815,b16,0.44,b16,0.31,b16,0.31,b16,c= o-f>0.63
816,zj,0.36,zj,0.41,zj,0.41,zj,c= o-f>0.63
817,b17,0.2,b17,0.24,b17,0.24,b17,o-f<0.63
818,trump,0.29,trump,0.33,trump,0.33,trump,c = f<o
819,lan,0.31,lan,0.56,lan,0.56,lan,c= o-f>0.63
820,b12,0.3,b12,0.36,b12,0.36,b12,c= o-f>0.63
821,b16,0.22,trump,0.19,trump,0.19,trump,o-f<0.63
822,b12,0.15,b17,0.24,b17,0.24,b12,o-f<0.63
823,b13,0.38,b13,0.45,b13,0.45,b13,c= o-f>0.63
824,b11,0.4,b11,0.33,b11,0.33,b11,c= o-f>0.63
825,andy,0.36,andy,0.15,andy,0.15,andy,c = f>o
826,andy,0.2,b16,0.16,b16,0.16,b15,o-f<0.63
827,trump,0.34,trump,0.37,trump,0.37,trump,c= o-f>0.63
828,trump,0.34,trump,0.35,trump,0.35,trump,c= o-f>0.63
829,andy,0.22,andy,0.4,andy,0.4,lan,c = f<o
830,trump,0.29,trump,0.37,trump,0.37,trump,c = f<o
831,b17,0.29,b17,0.55,b17,0.55,b17,c = f<o
832,zj,0.28,zj,0.36,zj,0.36,zj,c = f<o
833,trump,0.17,trump,0.21,trump,0.21,trump,o-f<0.63
834,b17,0.24,b17,0.46,b17,0.46,b17,c = f<o
835,b16,0.55,b16,0.51,b16,0.51,b16,c= o-f>0.63
836,b13,0.36,b13,0.29,b13,0.29,b13,c = f>o
837,b13,0.33,andy,0.16,andy,0.16,b13,c = f>o
838,lan,0.17,lan,0.32,lan,0.32,lan,c = f<o
839,b15,0.22,b17,0.19,b17,0.19,b15,o-f<0.63
840,andy,0.34,zj,0.16,zj,0.16,andy,c = f>o
841,b16,0.45,b16,0.3,b16,0.3,b16,c= o-f>0.63
842,andy,0.43,andy,0.4,andy,0.4,andy,c= o-f>0.63
843,b13,0.35,b13,0.48,b13,0.48,b13,c= o-f>0.63
844,andy,0.18,b15,0.22,b15,0.22,andy,o-f<0.63
845,b17,0.23,b17,0.24,b17,0.24,b17,o-f<0.63
846,trump,0.39,trump,0.44,trump,0.44,trump,c= o-f>0.63
847,b13,0.28,b12,0.19,b12,0.19,b13,o-f<0.63
848,b11,0.41,b11,0.44,b11,0.44,b11,c= o-f>0.63
849,trump,0.24,trump,0.27,trump,0.27,trump,o-f<0.63
850,b13,0.36,b13,0.45,b13,0.45,b13,c= o-f>0.63
851,andy,0.21,b16,0.2,b16,0.2,zj,o-f<0.63
852,andy,0.15,b16,0.17,b16,0.17,andy,o-f<0.63
853,trump,0.35,trump,0.33,trump,0.33,trump,c= o-f>0.63
854,b11,0.35,b11,0.34,b11,0.34,b11,c= o-f>0.63
855,lan,0.33,lan,0.5,lan,0.5,lan,c= o-f>0.63
856,trump,0.35,trump,0.41,trump,0.41,trump,c= o-f>0.63
857,b17,0.23,b17,0.33,b17,0.33,b17,c = f<o
858,zj,0.41,zj,0.46,zj,0.46,zj,c= o-f>0.63
859,b11,0.39,b11,0.26,b11,0.26,b11,c = f>o
860,zj,0.21,zj,0.36,zj,0.36,zj,c = f<o
861,b11,0.39,b11,0.41,b11,0.41,b11,c= o-f>0.63
862,zj,0.47,zj,0.49,zj,0.49,zj,c= o-f>0.63
863,b16,0.4,b16,0.24,b16,0.24,b16,c = f>o
864,zj,0.4,zj,0.4,zj,0.4,zj,c= o-f>0.63
865,b12,0.34,b12,0.38,b12,0.38,b12,c= o-f>0.63
866,b12,0.28,b12,0.35,b12,0.35,b12,c = f<o
867,b12,0.33,b12,0.35,b12,0.35,b12,c= o-f>0.63
868,b16,0.43,b16,0.24,b16,0.24,b16,c = f>o
869,zj,0.47,zj,0.46,zj,0.46,zj,c= o-f>0.63
870,b17,0.33,b17,0.51,b17,0.51,b17,c= o-f>0.63
871,b15,0.28,b15,0.44,b15,0.44,b15,c = f<o
872,b13,0.39,lan,0.16,lan,0.16,b13,c = f>o
873,b11,0.39,b16,0.17,b16,0.17,b11,c = f>o
874,lan,0.28,lan,0.25,lan,0.25,lan,o-f<0.63
875,b17,0.28,b17,0.44,b17,0.44,b17,c = f<o
876,b16,0.49,b16,0.39,b16,0.39,b16,c= o-f>0.63
877,b13,0.42,b13,0.46,b13,0.46,b13,c= o-f>0.63
878,b16,0.45,b16,0.25,b16,0.25,b16,c = f>o
879,b15,0.28,b16,0.23,b16,0.23,b15,o-f<0.63
880,b15,0.32,b15,0.42,b15,0.42,b15,c= o-f>0.63
881,lan,0.38,lan,0.29,lan,0.29,lan,c = f>o
882,andy,0.32,andy,0.34,andy,0.34,andy,c= o-f>0.63
883,trump,0.35,trump,0.39,trump,0.39,trump,c= o-f>0.63
884,b13,0.25,b13,0.38,b13,0.38,b13,c = f<o
885,trump,0.28,trump,0.38,trump,0.38,trump,c = f<o
886,b13,0.31,b13,0.49,b13,0.49,b13,c= o-f>0.63
887,b13,0.4,b13,0.48,b13,0.48,b13,c= o-f>0.63
888,zj,0.33,zj,0.46,zj,0.46,zj,c= o-f>0.63
889,b12,0.23,b12,0.33,b12,0.33,b12,c = f<o
890,trump,0.34,trump,0.27,trump,0.27,trump,c = f>o
891,zj,0.42,zj,0.36,zj,0.36,zj,c= o-f>0.63
892,b16,0.33,b16,0.36,b16,0.36,b16,c= o-f>0.63
893,b15,0.2,b17,0.32,b17,0.32,b15,c = f<o
894,trump,0.33,trump,0.29,trump,0.29,trump,c = f>o
895,andy,0.29,lan,0.22,lan,0.22,lan,o-f<0.63
896,b12,0.18,b17,0.22,b17,0.22,b12,o-f<0.63
897,b16,0.19,b17,0.21,b17,0.21,b12,o-f<0.63
898,trump,0.23,trump,0.26,trump,0.26,trump,o-f<0.63
899,b13,0.34,b13,0.4,b13,0.4,b13,c= o-f>0.63
900,b12,0.26,b12,0.31,b12,0.31,b12,c = f<o
901,b11,0.39,b11,0.41,b11,0.41,b11,c= o-f>0.63
902,b13,0.33,b13,0.4,b13,0.4,b13,c= o-f>0.63
903,b13,0.37,b13,0.47,b13,0.47,b13,c= o-f>0.63
904,b13,0.23,b13,0.29,b13,0.29,b13,o-f<0.63
905,lan,0.24,lan,0.36,lan,0.36,lan,c = f<o
906,lan,0.32,lan,0.24,lan,0.24,lan,c = f>o
907,b12,0.19,b12,0.21,b12,0.21,b12,o-f<0.63
908,trump,0.33,trump,0.43,trump,0.43,trump,c= o-f>0.63
909,b13,0.32,b13,0.41,b13,0.41,b13,c= o-f>0.63
910,trump,0.25,trump,0.25,trump,0.25,trump,o-f<0.63
911,b11,0.29,b11,0.35,b11,0.35,b11,c = f<o
912,zj,0.43,zj,0.35,zj,0.35,zj,c= o-f>0.63
913,zj,0.47,zj,0.48,zj,0.48,zj,c= o-f>0.63
914,b12,0.28,b12,0.31,b12,0.31,b12,c = f<o
915,b12,0.32,b12,0.36,b12,0.36,b12,c= o-f>0.63
916,b15,0.3,b15,0.34,b15,0.34,b15,c= o-f>0.63
917,trump,0.22,trump,0.36,trump,0.36,trump,c = f<o
918,b15,0.23,b17,0.2,b17,0.2,b15,o-f<0.63
919,b13,0.36,b13,0.46,b13,0.46,b13,c= o-f>0.63
920,b15,0.24,b16,0.17,b16,0.17,b15,o-f<0.63
921,b16,0.36,b16,0.48,b16,0.48,b16,c= o-f>0.63
922,b11,0.32,b17,0.28,b17,0.28,b11,c = f>o
923,b15,0.34,b15,0.33,b15,0.33,b15,c= o-f>0.63
924,b13,0.31,b13,0.34,b13,0.34,b13,c= o-f>0.63
925,b15,0.41,b15,0.47,b15,0.47,b15,c= o-f>0.63
926,b16,0.51,b16,0.49,b16,0.49,b16,c= o-f>0.63
927,trump,0.38,trump,0.42,trump,0.42,trump,c= o-f>0.63
928,b16,0.18,b16,0.22,b16,0.22,b16,o-f<0.63
929,b13,0.38,b13,0.48,b13,0.48,b13,c= o-f>0.63
930,b16,0.24,b15,0.21,b15,0.21,b15,o-f<0.63
931,trump,0.3,trump,0.29,trump,0.29,trump,c = f>o
932,b15,0.33,b15,0.42,b15,0.42,b15,c= o-f>0.63
933,b11,0.37,b11,0.42,b11,0.42,b11,c= o-f>0.63
934,b15,0.2,b15,0.25,b15,0.25,b15,o-f<0.63
935,lan,0.35,lan,0.47,lan,0.47,lan,c= o-f>0.63
936,andy,0.21,lan,0.47,lan,0.47,lan,c = f<o
937,b17,0.27,b17,0.5,b17,0.5,b17,c = f<o
938,b12,0.31,b12,0.21,b12,0.21,b12,c = f>o
939,lan,0.23,lan,0.28,lan,0.28,lan,o-f<0.63
940,zj,0.39,zj,0.32,zj,0.32,zj,c= o-f>0.63
941,b13,0.29,b13,0.29,b13,0.29,b13,o-f<0.63
942,trump,0.37,trump,0.46,trump,0.46,trump,c= o-f>0.63
943,b12,0.34,b12,0.35,b12,0.35,b12,c= o-f>0.63
944,lan,0.28,lan,0.5,lan,0.5,lan,c = f<o
945,b11,0.37,b17,0.22,b17,0.22,b11,c = f>o
946,lan,0.31,lan,0.41,lan,0.41,lan,c= o-f>0.63
947,b12,0.26,b12,0.34,b12,0.34,b12,c = f<o
948,zj,0.34,zj,0.28,zj,0.28,zj,c = f>o
949,b15,0.33,b15,0.43,b15,0.43,b15,c= o-f>0.63
950,b16,0.52,b16,0.34,b16,0.34,b16,c= o-f>0.63
951,andy,0.36,andy,0.44,andy,0.44,andy,c= o-f>0.63
952,lan,0.14,zj,0.22,zj,0.22,zj,o-f<0.63
953,b16,0.53,b16,0.37,b16,0.37,b16,c= o-f>0.63
954,andy,0.27,zj,0.15,zj,0.15,andy,o-f<0.63
955,b17,0.32,b17,0.48,b17,0.48,b17,c= o-f>0.63
956,trump,0.37,trump,0.43,trump,0.43,trump,c= o-f>0.63
957,trump,0.3,trump,0.21,trump,0.21,trump,c = f>o
958,trump,0.36,trump,0.37,trump,0.37,trump,c= o-f>0.63
959,b15,0.34,b15,0.27,b15,0.27,b15,c = f>o
960,b15,0.34,b15,0.44,b15,0.44,b15,c= o-f>0.63
961,b15,0.17,b17,0.17,b17,0.17,b15,o-f<0.63
962,zj,0.38,zj,0.32,zj,0.32,zj,c= o-f>0.63
963,zj,0.41,zj,0.35,zj,0.35,zj,c= o-f>0.63
964,zj,0.41,zj,0.4,zj,0.4,zj,c= o-f>0.63
965,b12,0.29,b12,0.35,b12,0.35,b12,c = f<o
966,b16,0.47,b16,0.38,b16,0.38,b16,c= o-f>0.63
967,zj,0.4,zj,0.36,zj,0.36,zj,c= o-f>0.63
968,b11,0.38,b11,0.29,b11,0.29,b11,c = f>o
969,b12,0.21,b17,0.2,b17,0.2,b12,o-f<0.63
970,b11,0.16,b17,0.2,b17,0.2,b17,o-f<0.63
971,andy,0.24,lan,0.48,lan,0.48,lan,c = f<o
972,b15,0.25,b15,0.2,b15,0.2,b15,o-f<0.63
973,andy,0.18,lan,0.2,lan,0.2,andy,o-f<0.63
974,b15,0.28,b15,0.34,b15,0.34,b15,c = f<o
975,b13,0.42,b13,0.45,b13,0.45,b13,c= o-f>0.63
976,b16,0.18,b17,0.24,b17,0.24,b12,o-f<0.63
977,zj,0.43,zj,0.42,zj,0.42,zj,c= o-f>0.63
978,b16,0.47,b16,0.36,b16,0.36,b16,c= o-f>0.63
979,trump,0.29,trump,0.35,trump,0.35,trump,c = f<o
980,b16,0.38,b16,0.23,b16,0.23,b16,c = f>o
981,andy,0.24,andy,0.33,andy,0.33,zj,c = f<o
982,trump,0.37,trump,0.46,trump,0.46,trump,c= o-f>0.63
983,b17,0.31,b17,0.57,b17,0.57,b17,c= o-f>0.63
984,zj,0.19,zj,0.47,zj,0.47,zj,c = f<o
985,b13,0.28,andy,0.28,andy,0.28,b13,o-f<0.63
986,andy,0.29,zj,0.27,zj,0.27,andy,o-f<0.63
987,b15,0.41,b15,0.41,b15,0.41,b15,c= o-f>0.63
988,b16,0.45,b16,0.4,b16,0.4,b16,c= o-f>0.63
989,zj,0.45,zj,0.45,zj,0.45,zj,c= o-f>0.63
990,zj,0.37,zj,0.41,zj,0.41,zj,c= o-f>0.63
991,zj,0.4,zj,0.41,zj,0.41,zj,c= o-f>0.63
992,b15,0.29,b15,0.22,b15,0.22,b15,o-f<0.63
993,b11,0.18,b17,0.32,b17,0.32,b17,c = f<o
994,b12,0.32,b12,0.36,b12,0.36,b12,c= o-f>0.63
995,lan,0.28,lan,0.3,lan,0.3,lan,c = f<o
996,b13,0.34,b13,0.49,b13,0.49,b13,c= o-f>0.63
997,b15,0.18,b17,0.19,b17,0.19,b15,o-f<0.63
998,b15,0.34,b15,0.36,b15,0.36,b15,c= o-f>0.63
999,b17,0.21,b17,0.32,b17,0.32,b17,c = f<o
1000,zj,0.36,zj,0.44,zj,0.44,zj,c= o-f>0.63
1001,b16,0.18,b11,0.24,b11,0.24,b11,o-f<0.63
1002,b16,0.36,b16,0.3,b16,0.3,b16,c= o-f>0.63
1003,trump,0.35,trump,0.37,trump,0.37,trump,c= o-f>0.63
1004,b16,0.17,b17,0.24,b17,0.24,b17,o-f<0.63
1005,b16,0.38,b16,0.18,b16,0.18,b16,c = f>o
1006,b11,0.4,b11,0.42,b11,0.42,b11,c= o-f>0.63
1007,b11,0.43,b11,0.44,b11,0.44,b11,c= o-f>0.63
1008,b13,0.22,zj,0.25,zj,0.25,b13,o-f<0.63
1009,b16,0.54,b16,0.51,b16,0.51,b16,c= o-f>0.63
1010,b17,0.32,b17,0.54,b17,0.54,b17,c= o-f>0.63
1011,b17,0.24,b17,0.16,b17,0.16,b17,o-f<0.63
1012,zj,0.44,zj,0.43,zj,0.43,zj,c= o-f>0.63
1013,b16,0.56,b16,0.53,b16,0.53,b16,c= o-f>0.63
1014,lan,0.18,lan,0.35,lan,0.35,lan,c = f<o
1015,b16,0.18,b17,0.22,b17,0.22,b17,o-f<0.63
1016,zj,0.31,zj,0.29,zj,0.29,zj,c = f>o
1017,b11,0.33,b16,0.19,b16,0.19,b11,c = f>o
1018,b16,0.4,b16,0.37,b16,0.37,b16,c= o-f>0.63
1019,b11,0.3,b11,0.19,b11,0.19,b11,c = f>o
1020,zj,0.34,zj,0.42,zj,0.42,zj,c= o-f>0.63
1021,zj,0.3,zj,0.22,zj,0.22,zj,c = f>o
1022,lan,0.23,lan,0.29,lan,0.29,lan,o-f<0.63
1023,b12,0.22,b12,0.26,b12,0.26,b12,o-f<0.63
1024,b13,0.25,b13,0.42,b13,0.42,b13,c = f<o
1025,b15,0.35,b15,0.43,b15,0.43,b15,c= o-f>0.63
1026,b12,0.33,b12,0.41,b12,0.41,b12,c= o-f>0.63
1027,b17,0.27,b17,0.24,b17,0.24,b17,o-f<0.63
1028,b13,0.35,b13,0.15,b13,0.15,b13,c = f>o
1029,b16,0.56,b16,0.42,b16,0.42,b16,c= o-f>0.63
1030,b11,0.41,b11,0.42,b11,0.42,b11,c= o-f>0.63
1031,lan,0.24,lan,0.29,lan,0.29,lan,o-f<0.63
1032,b16,0.53,b16,0.41,b16,0.41,b16,c= o-f>0.63
1033,b13,0.19,b13,0.35,b13,0.35,b13,c = f<o
1034,andy,0.42,b17,0.24,b17,0.24,andy,c = f>o
1035,b15,0.4,b15,0.45,b15,0.45,b15,c= o-f>0.63
1036,zj,0.42,zj,0.39,zj,0.39,zj,c= o-f>0.63
1037,zj,0.44,zj,0.29,zj,0.29,zj,c = f>o
1038,b16,0.42,b16,0.28,b16,0.28,b16,c = f>o
1039,b17,0.24,b17,0.41,b17,0.41,b17,c = f<o
1040,andy,0.41,b13,0.36,b13,0.36,andy,c not= o-f>0.63
1041,b11,0.28,b11,0.28,b11,0.28,b11,o-f<0.63
1042,b12,0.27,b12,0.36,b12,0.36,b12,c = f<o
1043,b11,0.41,b11,0.3,b11,0.3,b11,c= o-f>0.63
1044,b12,0.34,b12,0.4,b12,0.4,b12,c= o-f>0.63
1045,b12,0.3,b12,0.35,b12,0.35,b12,c= o-f>0.63
1046,b16,0.54,b16,0.35,b16,0.35,b16,c= o-f>0.63
1047,b11,0.41,b11,0.36,b11,0.36,b11,c= o-f>0.63
1048,b12,0.28,b12,0.36,b12,0.36,b12,c = f<o
1049,andy,0.17,b17,0.15,b17,0.15,b15,o-f<0.63
1050,b16,0.21,b16,0.28,b16,0.28,b15,o-f<0.63
1051,andy,0.18,zj,0.21,zj,0.21,zj,o-f<0.63
1052,b13,0.35,b13,0.48,b13,0.48,b13,c= o-f>0.63
1053,zj,0.32,zj,0.21,zj,0.21,zj,c = f>o
1054,b11,0.36,b11,0.36,b11,0.36,b11,c= o-f>0.63
1055,trump,0.35,trump,0.39,trump,0.39,trump,c= o-f>0.63
1056,b13,0.4,b13,0.47,b13,0.47,b13,c= o-f>0.63
1057,b15,0.27,b15,0.29,b15,0.29,b15,o-f<0.63
1058,b16,0.16,b16,0.21,b16,0.21,b15,o-f<0.63
1059,b16,0.17,b16,0.23,b16,0.23,b16,o-f<0.63
1060,b13,0.29,lan,0.3,lan,0.3,b13,c = f<o
1061,trump,0.44,trump,0.42,trump,0.42,trump,c= o-f>0.63
1062,b17,0.34,b17,0.49,b17,0.49,b17,c= o-f>0.63
1063,b17,0.27,b17,0.34,b17,0.34,b17,c = f<o
1064,b13,0.4,b13,0.47,b13,0.47,b13,c= o-f>0.63
1065,lan,0.38,lan,0.37,lan,0.37,lan,c= o-f>0.63
1066,b15,0.2,b15,0.27,b15,0.27,b15,o-f<0.63
1067,b11,0.37,b11,0.42,b11,0.42,b11,c= o-f>0.63
1068,trump,0.33,trump,0.25,trump,0.25,trump,c = f>o
1069,b17,0.26,b17,0.24,b17,0.24,b17,o-f<0.63
1070,andy,0.16,lan,0.17,lan,0.17,b13,o-f<0.63
1071,andy,0.37,andy,0.41,andy,0.41,andy,c= o-f>0.63
1072,b13,0.23,b13,0.39,b13,0.39,b13,c = f<o
1073,b16,0.54,b16,0.37,b16,0.37,b16,c= o-f>0.63
1074,andy,0.38,b17,0.36,b17,0.36,andy,c not= o-f>0.63
1075,b15,0.19,b15,0.21,b15,0.21,b15,o-f<0.63
1076,b17,0.17,b16,0.2,b16,0.2,b12,o-f<0.63
1077,b16,0.56,b16,0.4,b16,0.4,b16,c= o-f>0.63
1078,lan,0.37,b15,0.19,b15,0.19,lan,c = f>o
1079,b12,0.31,b12,0.24,b12,0.24,b12,c = f>o
1080,b15,0.25,b15,0.42,b15,0.42,b15,c = f<o
1081,b17,0.31,b17,0.49,b17,0.49,b17,c= o-f>0.63
1082,lan,0.31,lan,0.59,lan,0.59,lan,c= o-f>0.63
1083,trump,0.45,trump,0.49,trump,0.49,trump,c= o-f>0.63
1084,b11,0.27,b11,0.3,b11,0.3,b11,c = f<o
1085,b16,0.15,b16,0.15,b16,0.15,b15,o-f<0.63
1086,lan,0.38,lan,0.26,lan,0.26,lan,c = f>o
1087,zj,0.45,zj,0.41,zj,0.41,zj,c= o-f>0.63
1088,b12,0.27,b12,0.27,b12,0.27,b12,o-f<0.63
1089,b12,0.2,b17,0.24,b17,0.24,b12,o-f<0.63
1090,andy,0.42,trump,0.16,trump,0.16,andy,c = f>o
1091,zj,0.2,lan,0.24,lan,0.24,zj,o-f<0.63
1092,b13,0.24,b13,0.29,b13,0.29,b13,o-f<0.63
1093,b15,0.32,b15,0.29,b15,0.29,b15,c = f>o
1094,b15,0.23,b15,0.25,b15,0.25,b15,o-f<0.63
1095,trump,0.36,trump,0.4,trump,0.4,trump,c= o-f>0.63
1096,b12,0.31,b12,0.38,b12,0.38,b12,c= o-f>0.63
1097,lan,0.16,b15,0.2,b15,0.2,b13,o-f<0.63
1098,b13,0.25,lan,0.16,lan,0.16,b13,o-f<0.63
1099,b12,0.27,b12,0.24,b12,0.24,b12,o-f<0.63
1100,zj,0.44,zj,0.43,zj,0.43,zj,c= o-f>0.63
1101,b15,0.27,b16,0.25,b16,0.25,b15,o-f<0.63
1102,b11,0.43,b11,0.44,b11,0.44,b11,c= o-f>0.63
1103,b15,0.3,b15,0.38,b15,0.38,b15,c= o-f>0.63
1104,andy,0.36,zj,0.32,zj,0.32,andy,c not= o-f>0.63
1105,b11,0.43,b11,0.41,b11,0.41,b11,c= o-f>0.63
1106,trump,0.39,trump,0.45,trump,0.45,trump,c= o-f>0.63
1107,b16,0.34,trump,0.38,trump,0.38,trump,c not= o-f>0.63
1108,zj,0.27,zj,0.44,zj,0.44,zj,c = f<o
1109,andy,0.32,andy,0.26,andy,0.26,andy,c = f>o
1110,lan,0.3,lan,0.39,lan,0.39,lan,c= o-f>0.63
1111,b16,0.41,b16,0.32,b16,0.32,b16,c= o-f>0.63
1112,b16,0.5,b16,0.4,b16,0.4,b16,c= o-f>0.63
1113,zj,0.23,zj,0.22,zj,0.22,zj,o-f<0.63
1114,b15,0.36,b15,0.43,b15,0.43,b15,c= o-f>0.63
1115,b11,0.36,b11,0.25,b11,0.25,b11,c = f>o
1116,lan,0.24,lan,0.34,lan,0.34,lan,c = f<o
1117,b11,0.27,b17,0.32,b17,0.32,b11,c = f<o
1118,b13,0.24,b13,0.17,b13,0.17,b13,o-f<0.63
1119,b13,0.34,b13,0.48,b13,0.48,b13,c= o-f>0.63
1120,zj,0.37,zj,0.38,zj,0.38,zj,c= o-f>0.63
1121,b17,0.26,b17,0.59,b17,0.59,b17,c = f<o
1122,b13,0.35,lan,0.23,lan,0.23,b13,c = f>o
1123,trump,0.37,trump,0.27,trump,0.27,trump,c = f>o
1124,b11,0.31,b11,0.23,b11,0.23,b11,c = f>o
1125,b15,0.3,b15,0.33,b15,0.33,b15,c= o-f>0.63
1126,lan,0.16,lan,0.58,lan,0.58,lan,c = f<o
1127,b11,0.29,b15,0.24,b15,0.24,b11,o-f<0.63
1128,zj,0.38,zj,0.34,zj,0.34,zj,c= o-f>0.63
1129,b17,0.19,b15,0.21,b15,0.21,b17,o-f<0.63
1130,b17,0.23,b17,0.33,b17,0.33,b17,c = f<o
1131,b16,0.2,b11,0.3,b11,0.3,b11,c = f<o
1132,b13,0.36,b13,0.47,b13,0.47,b13,c= o-f>0.63
1133,b12,0.27,b12,0.21,b12,0.21,b12,o-f<0.63
1134,b17,0.25,b17,0.44,b17,0.44,b17,c = f<o
1135,b15,0.34,b15,0.44,b15,0.44,b15,c= o-f>0.63
1136,zj,0.19,trump,0.19,trump,0.19,zj,o-f<0.63
1137,b11,0.39,b11,0.4,b11,0.4,b11,c= o-f>0.63
1138,zj,0.42,b15,0.24,b15,0.24,zj,c = f>o
1139,b17,0.21,b15,0.15,b15,0.15,b17,o-f<0.63
1140,b11,0.43,b11,0.35,b11,0.35,b11,c= o-f>0.63
1141,andy,0.21,b16,0.23,b16,0.23,b13,o-f<0.63
1142,b15,0.3,b15,0.44,b15,0.44,b15,c= o-f>0.63
1143,trump,0.31,trump,0.43,trump,0.43,trump,c= o-f>0.63
1144,zj,0.35,zj,0.42,zj,0.42,zj,c= o-f>0.63
1145,lan,0.21,lan,0.37,lan,0.37,lan,c = f<o
1146,b16,0.51,b16,0.34,b16,0.34,b16,c= o-f>0.63
1147,b12,0.33,b12,0.28,b12,0.28,b12,c = f>o
1148,lan,0.35,trump,0.21,trump,0.21,lan,c = f>o
1149,b11,0.21,b17,0.22,b17,0.22,b17,o-f<0.63
1150,andy,0.4,andy,0.47,andy,0.47,andy,c= o-f>0.63
1151,b12,0.33,b12,0.4,b12,0.4,b12,c= o-f>0.63
1152,lan,0.26,lan,0.52,lan,0.52,lan,c = f<o
1153,b11,0.37,b11,0.41,b11,0.41,b11,c= o-f>0.63
1154,b16,0.57,b16,0.49,b16,0.49,b16,c= o-f>0.63
1155,zj,0.39,zj,0.28,zj,0.28,zj,c = f>o
1156,b17,0.25,b17,0.24,b17,0.24,b17,o-f<0.63
1157,andy,0.32,andy,0.43,andy,0.43,andy,c= o-f>0.63
1158,b13,0.31,b13,0.39,b13,0.39,b13,c= o-f>0.63
1159,andy,0.15,b17,0.34,b17,0.34,b17,c = f<o
1160,b16,0.45,b16,0.47,b16,0.47,b16,c= o-f>0.63
1161,lan,0.29,lan,0.45,lan,0.45,lan,c = f<o
1162,andy,0.41,andy,0.48,andy,0.48,andy,c= o-f>0.63
1163,b12,0.22,b12,0.27,b12,0.27,b12,o-f<0.63
1164,b16,0.51,b16,0.38,b16,0.38,b16,c= o-f>0.63
1165,b16,0.52,b16,0.37,b16,0.37,b16,c= o-f>0.63
1166,b13,0.3,b12,0.2,b12,0.2,b13,c = f>o
1167,andy,0.34,andy,0.6,andy,0.6,andy,c= o-f>0.63
1168,b17,0.32,b17,0.49,b17,0.49,b17,c= o-f>0.63
1169,b16,0.53,b16,0.49,b16,0.49,b16,c= o-f>0.63
1170,b11,0.42,b11,0.22,b11,0.22,b11,c = f>o
1171,b11,0.4,b11,0.4,b11,0.4,b11,c= o-f>0.63
1172,b16,0.53,b16,0.43,b16,0.43,b16,c= o-f>0.63
1173,b11,0.41,b17,0.34,b17,0.34,b11,c not= o-f>0.63
1174,b16,0.57,b16,0.5,b16,0.5,b16,c= o-f>0.63
1175,b12,0.26,b17,0.25,b17,0.25,b12,o-f<0.63
1176,andy,0.25,lan,0.22,lan,0.22,andy,o-f<0.63
1177,b12,0.34,b12,0.35,b12,0.35,b12,c= o-f>0.63
1178,b13,0.27,b13,0.44,b13,0.44,b13,c = f<o
1179,b12,0.34,b12,0.33,b12,0.33,b12,c= o-f>0.63
1180,b13,0.39,b13,0.49,b13,0.49,b13,c= o-f>0.63
1181,b16,0.48,b16,0.37,b16,0.37,b16,c= o-f>0.63
1182,trump,0.37,trump,0.3,trump,0.3,trump,c= o-f>0.63
1183,b11,0.41,b11,0.4,b11,0.4,b11,c= o-f>0.63
1184,b16,0.55,b16,0.49,b16,0.49,b16,c= o-f>0.63
1185,b16,0.26,b17,0.27,b17,0.27,b17,o-f<0.63
1186,trump,0.31,trump,0.19,trump,0.19,trump,c = f>o
1187,lan,0.26,lan,0.51,lan,0.51,lan,c = f<o
1188,b16,0.17,b16,0.23,b16,0.23,b15,o-f<0.63
1189,b15,0.32,b15,0.28,b15,0.28,b15,c = f>o
1190,b12,0.28,b12,0.32,b12,0.32,b12,c = f<o
1191,b11,0.34,b11,0.28,b11,0.28,b11,c = f>o
1192,trump,0.31,trump,0.44,trump,0.44,trump,c= o-f>0.63
1193,b17,0.22,b17,0.39,b17,0.39,b17,c = f<o
1194,zj,0.44,zj,0.38,zj,0.38,zj,c= o-f>0.63
1195,b17,0.18,b17,0.55,b17,0.55,b17,c = f<o
1196,b17,0.22,b12,0.17,b12,0.17,b17,o-f<0.63
1197,b11,0.39,b11,0.39,b11,0.39,b11,c= o-f>0.63
1198,andy,0.23,andy,0.39,andy,0.39,lan,c = f<o
1199,trump,0.22,trump,0.31,trump,0.31,trump,c = f<o
1200,b11,0.45,b11,0.42,b11,0.42,b11,c= o-f>0.63
1201,lan,0.23,lan,0.21,lan,0.21,lan,o-f<0.63
1202,b11,0.41,b11,0.42,b11,0.42,b11,c= o-f>0.63
1203,b16,0.57,b16,0.44,b16,0.44,b16,c= o-f>0.63
1204,b11,0.44,b11,0.41,b11,0.41,b11,c= o-f>0.63
1205,andy,0.41,andy,0.53,andy,0.53,andy,c= o-f>0.63
1206,andy,0.42,andy,0.51,andy,0.51,andy,c= o-f>0.63
1207,b11,0.31,b11,0.3,b11,0.3,b11,c= o-f>0.63
1208,b13,0.4,b13,0.5,b13,0.5,b13,c= o-f>0.63
1209,lan,0.28,lan,0.52,lan,0.52,lan,c = f<o
1210,b15,0.31,b15,0.24,b15,0.24,b15,c = f>o
1211,andy,0.24,b12,0.16,b12,0.16,b15,o-f<0.63
1212,trump,0.26,trump,0.43,trump,0.43,trump,c = f<o
